sa2_code21,sa2_name21,east_west
403041073,Christie Downs,West
403041080,Happy Valley,West
403041074,Christies Beach,West
403041075,Clarendon,West
403041081,Happy Valley Reservoir,West
403041077,Flagstaff Hill,West
403041078,Hackham - Onkaparinga Hills,West
403041082,Lonsdale,West
403041083,McLaren Vale,West
403041084,Morphett Vale - East,West
403041085,Morphett Vale - West,West
403041177,Seaford - Seaford Meadows,West
403041178,Seaford Rise - Moana,West
404011090,Beverley,West
701041043,Rosebery - Bellamack,West
404011091,Flinders Park,West
404011092,Henley Beach,West
407021152,Millicent,West
404011093,Hindmarsh - Brompton,West
404011094,Royal Park - Hendon - Albert Park,West
407021154,Naracoorte,West
404011095,Seaton - Grange,West
404011096,West Lakes,West
701041044,Woodroffe,West
404021098,Dry Creek - South,West
404021102,The Parks,West
404021103,Torrens Island,West
404021099,Largs Bay - Semaphore,West
404031104,Adelaide Airport,West
404021100,North Haven,West
404021101,Port Adelaide,West
404031105,Fulham,West
404031107,Plympton,West
702011045,Charles,West
404031106,Lockleys,West
405011114,Nuriootpa,West
404031108,Richmond (SA),West
404031109,West Beach,West
405011110,Barossa - Angaston,West
405011111,Light,West
405011112,Lyndoch,West
405011113,Mallala,West
405011115,Tanunda,West
405021116,Clare,West
405021117,Gilbert Valley,West
405021118,Goyder,West
405021119,Wakefield - Barunga West,West
405031120,Jamestown,West
405031121,Peterborough - Mount Remarkable,West
405031122,Port Pirie,West
405031123,Port Pirie Surrounds,West
405041126,Wallaroo,West
405041127,Yorke Peninsula - North,West
405041128,Yorke Peninsula - South,West
406011129,Ceduna,West
406011130,Eyre Peninsula,West
406011131,Kimba - Cleve - Franklin Harbour,West
406021138,APY Lands,West
407011144,Goolwa - Port Elliot,West
407011145,Kangaroo Island,West
407011146,Strathalbyn,West
407011147,Strathalbyn Surrounds,West
505011083,Woodvale,West
407011148,Victor Harbor,West
407011149,Yankalilla,West
407021150,Grant,West
407021151,Kingston - Robe,West
407021155,Naracoorte Surrounds,West
702011046,East Side,West
407021156,Penola,West
407021157,Tatiara,West
407021158,Wattle Range,West
407021173,Mount Gambier - East,West
702011054,Yuendumu - Anmatjere,West
407021174,Mount Gambier - West,West
407031159,Barmera,West
407031160,Berri,West
407031161,Karoonda - Lameroo,West
407031162,Loxton,West
407031163,Loxton Surrounds,West
407031164,Mannum,West
407031165,Murray Bridge,West
407031166,Murray Bridge Surrounds,West
407031167,Renmark,West
407031168,Renmark Surrounds,West
407031169,The Coorong,West
407031170,Waikerie,West
501011001,Augusta,West
501011003,Busselton Surrounds,West
501011004,Margaret River,West
501011293,Busselton - East,West
501011294,Busselton - West,West
501021005,Australind - Leschenault,West
501021007,Capel,West
501021008,College Grove - Carey Park,West
501021009,Collie,West
501021010,Dardanup,West
501021251,Dalyellup,West
501021011,Davenport,West
501021012,Eaton - Pelican Point,West
501021014,Harvey,West
501021015,East Bunbury - Glen Iris,West
501021016,Waroona,West
501021252,Gelorup - Stratham,West
501021253,South Bunbury - Bunbury,West
501021254,Withers - Usher,West
501031017,Bridgetown - Boyup Brook,West
501031018,Donnybrook - Balingup,West
501031019,Manjimup,West
501031020,Pemberton,West
502011021,Dawesville - Bouvard,West
502011022,Falcon - Wannanup,West
801011001,Aranda,West
502011023,Greenfields,West
502011024,Halls Head - Erskine,West
503011032,Cottesloe,West
502011025,Mandurah,West
502011026,Mandurah - East,West
502011027,Mandurah - North,West
502011028,Mandurah - South,West
502011029,Pinjarra,West
503011030,City Beach,West
503021038,Mount Hawthorn - Leederville,West
503011031,Claremont (WA),West
503021295,East Perth,West
503011033,Floreat,West
503021037,Kings Park (WA),West
503011034,Mosman Park - Peppermint Grove,West
503011035,Nedlands - Dalkeith - Crawley,West
503011036,Swanbourne - Mount Claremont,West
503021039,Mount Lawley - Inglewood,West
503021040,North Perth,West
503021042,Subiaco - Shenton Park,West
503021043,Wembley - West Leederville - Glendalough,West
503021297,Perth (West) - Northbridge,West
504011044,Bassendean - Eden Hill - Ashfield,West
504011045,Bayswater - Embleton - Bedford,West
504011046,Maylands,West
504011047,Morley,West
504011048,Noranda,West
504021049,Chidlow,West
504021050,Glen Forrest - Darlington,West
504021051,Helena Valley - Koongamia,West
504021052,Malmalling - Reservoir,West
504021053,Mundaring,West
504021054,Swan View - Greenmount - Midvale,West
504031055,Avon Valley National Park,West
504031057,Beechboro,West
504031067,Stratton - Jane Brook,West
504031058,Bullsbrook,West
801011024,Scullin,West
504031060,Gidgegannup,West
504031061,Hazelmere - Guildford,West
801011026,Weetangera,West
801011111,Molonglo Corridor,West
504031062,Lockridge - Kiara,West
801011142,Macnamara,West
504031065,Middle Swan - Herne Hill,West
504031066,Midland - Guildford,West
504031300,Ellenbrook,West
504031068,The Vines,West
504031069,Walyunga National Park,West
504031298,Aveley,West
504031299,Brabham - Henley Brook,West
505011070,Craigie - Beldon,West
505011071,Currambine - Kinross,West
505031258,Yanchep,West
505011072,Duncraig,West
505011073,Greenwood - Warwick,West
506011117,Seville Grove,West
505011074,Heathridge - Connolly,West
505011075,Hillarys,West
505011076,Iluka - Burns Beach,West
505011077,Joondalup - Edgewater,West
505011078,Kingsley,West
506011307,Harrisdale,West
505011079,Mullaloo - Kallaroo,West
505011082,Sorrento - Marmion,West
505011080,Ocean Reef,West
505011081,Padbury,West
505021084,Balcatta - Hamersley,West
505021085,Balga - Mirrabooka,West
505021087,Herdsman,West
505021088,Innaloo - Doubleview,West
801011143,Strathnairn,West
505021089,Karrinyup - Gwelup - Carine,West
505021090,Nollamara - Westminster,West
801011144,West Belconnen,West
505021091,Osborne Park Industrial,West
505021092,Scarborough,West
801031031,Hume,West
801031032,Kowen,West
505021093,Stirling - Osborne Park,West
505021097,Yokine - Coolbinia - Menora,West
505021094,Trigg - North Beach - Watermans Bay,West
505021095,Tuart Hill - Joondanna,West
505021096,Wembley Downs - Churchlands - Woodlands,West
505021301,Dianella - North,West
505021302,Dianella - South,West
505031098,Alexander Heights - Koondoola,West
505031099,Butler - Merriwa - Ridgewood,West
505031100,Carramar,West
505031101,Clarkson,West
801091103,Hughes,West
505031106,Neerabup National Park,West
506031131,Willetton,West
505031107,Tapping - Ashby - Sinagra,West
505031255,Alkimos - Eglinton,West
505031256,Carabooda - Pinjar,West
801031114,Canberra Airport,West
801031115,Majura,West
505031257,Two Rocks,West
505031303,Hocking - Pearsall,West
505031304,Landsdale,West
505031305,Madeley - Darch,West
505031306,Wanneroo - Sinagra,West
506011308,Piara Waters - Forrestdale,West
506021118,Belmont - Ascot - Redcliffe,West
506011110,Armadale - Wungong - Brookdale,West
506021119,East Victoria Park - Carlisle,West
506011111,Ashendon - Lesley,West
506011112,Camillo - Champion Lakes,West
506011114,Kelmscott,West
506021120,Kewdale Commercial,West
506011115,Mount Nasura - Mount Richon - Bedfordale,West
506031126,Canning Vale Commercial,West
506011116,Roleystone,West
506021121,Perth Airport,West
506021123,Victoria Park - Lathlain - Burswood,West
506021309,Cloverdale,West
506021310,Kewdale,West
506021311,Rivervale,West
506031124,Bentley - Wilson - St James,West
506031125,Canning Vale - West,West
506031127,Cannington - Queens Park,West
506031128,Parkwood - Ferndale - Lynwood,West
506031129,Riverton - Shelley - Rossmoyne,West
506031130,Welshpool,West
506041132,Beckenham - Kenwick - Langford,West
801041034,Amaroo,West
506041133,Canning Vale - East,West
506041134,Gosnells,West
506041135,Huntingdale - Southern River,West
506041136,Maddington - Orange Grove - Martin,West
506041137,Thornlie,West
506051138,Forrestfield - Wattle Grove,West
506051139,High Wycombe,West
506051140,Kalamunda - Maida Vale - Gooseberry Hill,West
506051141,Lesmurdie - Bickley - Carmel,West
506061142,Byford,West
506061143,Mundijong,West
506061144,Serpentine - Jarrahdale,West
507011151,Bibra Lake,West
506071145,Como,West
507011153,Coolbellup,West
506071146,Manning - Waterford,West
506071147,South Perth - Kensington,West
801091110,Torrens,West
507011148,Banjup,West
507011150,Bibra Industrial,West
507011152,Coogee,West
507011155,Henderson,West
507011158,North Coogee,West
507011159,South Lake - Cockburn Central,West
507011160,Spearwood,West
507011161,Success - Hammond Park,West
507011163,Yangebup,West
507011259,Beeliar - Wattleup,West
507011260,Jandakot,West
507021164,East Fremantle,West
507021165,Fremantle,West
507021166,Fremantle - South,West
507021167,O'Connor (WA),West
507041180,Leeming,West
507031169,Wellard (West) - Bertram,West
507031170,Calista,West
507031172,Hope Valley - Postans,West
507041181,Melville,West
507031173,Kwinana Industrial,West
507031174,Parmelia - Orelia,West
507041184,Winthrop,West
507031261,Casuarina - Wandi,West
507051186,Cooloongup,West
507041175,Applecross - Ardross,West
507041176,Bateman,West
507041177,Bicton - Palmyra,West
507051313,Baldivis - South,West
507041178,Booragoon,West
507041179,Bull Creek,West
507041182,Murdoch - Kardinya,West
507041183,Willagee,West
507051187,Port Kennedy,West
507051188,Rockingham,West
511031284,Trafalgar (WA),West
511041285,Geraldton,West
511041286,Geraldton - East,West
511041287,Geraldton - North,West
507051189,Rockingham Lakes,West
507051314,Karnup,West
509011225,Albany,West
509011226,Albany Surrounds,West
509011227,Bayonet Head - Lower King,West
509011228,Denmark,West
509011229,Gnowangerup,West
509011230,Katanning,West
507051190,Safety Bay - Shoalwater,West
507051191,Singleton - Golden Bay - Secret Harbour,West
509011231,Kojonup,West
509011232,Little Grove - Elleker,West
511041288,Geraldton - South,West
511041289,Irwin,West
511041290,Meekatharra,West
511041291,Morawa,West
511041292,Northampton - Mullewa - Greenough,West
601011001,Bridgewater - Gagebrook,West
601011002,Brighton - Pontville,West
601011003,Old Beach - Otago,West
601021004,Bellerive - Rosny,West
601021005,Cambridge,West
601021006,Geilston Bay - Risdon,West
601021007,Howrah - Tranmere,West
601021008,Lindisfarne - Rose Bay,West
507051192,Waikiki,West
507051193,Warnbro,West
507051312,Baldivis - North,West
510021268,Newman,West
510021269,Port Hedland,West
509011233,McKail - Willyung,West
509011234,Plantagenet,West
510021270,South Hedland,West
510031271,Ashburton (WA),West
509011235,Stirling Range National Park,West
509021244,Toodyay,West
509021245,York - Beverley,West
509031246,Brookton,West
509031247,Kulin,West
509021236,Chittering,West
509021237,Cunderdin,West
509021238,Dowerin,West
509021239,Gingin - Dandaragan,West
509021240,Merredin,West
509021241,Moora,West
509021242,Mukinbudin,West
509031248,Murray,West
511021277,Exmouth,West
509021243,Northam,West
509031249,Narrogin,West
509031250,Wagin,West
510011262,Broome,West
510011263,Derby - West Kimberley,West
510011264,Halls Creek,West
510011265,Kununurra,West
510011266,Roebuck,West
510021267,East Pilbara,West
510031272,Karratha,West
510031273,Roebourne,West
511011274,Esperance,West
511011275,Esperance Surrounds,West
511031280,Kalgoorlie - North,West
511021276,Carnarvon,West
511031278,Boulder,West
511031279,Kalgoorlie,West
601021009,Mornington - Warrane,West
601031021,West Moonah,West
601041022,Kingston - Huntingfield,West
601041023,Kingston Beach - Blackmans Bay,West
601041024,Margate - Snug,West
601041025,Mount Wellington,West
601041026,Taroona - Bonnet Hill,West
601051027,Hobart,West
601051028,Lenah Valley - Mount Stuart,West
601051029,Mount Nelson - Dynnyrne,West
601051030,New Town,West
601021010,Risdon Vale,West
601021011,Rokeby,West
601021012,South Arm,West
601031013,Austins Ferry - Granton,West
601031014,Berriedale - Chigwell,West
601031015,Claremont (Tas.),West
601031016,Derwent Park - Lutana,West
601031017,Glenorchy,West
601031018,Montrose - Rosetta,West
601031019,Moonah,West
601031020,New Norfolk,West
601051031,Sandy Bay,West
601051032,South Hobart - Fern Tree,West
601051033,West Hobart,West
601061034,Dodges Ferry - Lewisham,West
601061035,Sorell - Richmond,West
602011036,Invermay,West
602011037,Kings Meadows - Punchbowl,West
602011038,Launceston,West
602011039,Legana,West
602011047,South Launceston,West
602011040,Mowbray,West
602011041,Newnham - Mayfield,West
602031099,Flinders and Cape Barren Islands,West
602031100,Scottsdale - Bridport,West
603011065,Central Highlands,West
603011066,Derwent Valley,West
603011067,Southern Midlands,West
602011042,Newstead,West
603011068,Wilderness - East,West
603021069,Bruny Island - Kettering,West
603021070,Cygnet,West
603021071,Geeveston - Dover,West
603021072,Huonville - Franklin,West
603031073,Forestier - Tasman,West
603031074,Triabunna - Bicheno,West
602011043,Norwood (Tas.),West
604011075,Acton - Upper Burnie,West
604011076,Burnie - Ulverstone Surrounds,West
604011077,Burnie - Wivenhoe,West
604011078,Parklands - Camdale,West
604011079,Penguin - Sulphur Creek,West
604011080,Romaine - Havenview,West
604011081,Somerset,West
604011082,Ulverstone,West
604011083,West Ulverstone,West
604011084,Wynyard,West
604021085,Devonport,West
604021086,East Devonport,West
604021087,Latrobe,West
604021088,Miandetta - Don,West
604021089,Port Sorell,West
604021090,Quoiba - Spreyton,West
604021091,Sheffield - Railton,West
604021092,Turners Beach - Forth,West
604031093,King Island,West
604031094,North West,West
604031095,Smithton,West
604031096,Waratah,West
604031097,West Coast (Tas.),West
604031098,Wilderness - West,West
602011044,Prospect Vale - Blackstone,West
701011001,Darwin Airport,West
602011045,Ravenswood,West
602011046,Riverside,West
602011048,Summerhill - Prospect,West
602011049,Trevallyn,West
602011050,Waverley - St Leonards,West
701011002,Darwin City,West
602011051,West Launceston,West
602011052,Youngtown - Relbia,West
602021053,Beauty Point - Beaconsfield,West
602021054,Deloraine,West
602021055,Grindelwald - Lanena,West
602021056,Hadspen - Carrick,West
602021057,Westbury,West
602031058,Dilston - Lilydale,West
602031059,George Town,West
602031060,Longford,West
602031061,Northern Midlands,West
602031062,Perth - Evandale,West
602031064,St Helens - Scamander,West
701011004,Fannie Bay - The Gardens,West
701011005,Larrakeyah,West
701011006,Ludmilla - The Narrows,West
701011007,Parap,West
701011008,Stuart Park,West
701011009,Woolner - Bayview - Winnellie,West
701021010,Alawa,West
701021011,Anula,West
701021012,Berrimah,West
701021015,Charles Darwin,West
701021016,Coconut Grove,West
801051125,Duntroon,West
801051126,Parkes (ACT) - North,West
701021017,East Arm,West
701021018,Jingili,West
801051127,Reid,West
701021022,Malak - Marrara,West
701021023,Millner,West
701021025,Nightcliff,West
801051128,Russell,West
701021026,Rapid Creek,West
701021027,Tiwi,West
701021028,Wagaman,West
701021029,Wanguri,West
701021030,Wulagi,West
701031031,Howard Springs,West
701031032,Humpty Doo,West
701031033,Koolpinyah,West
701031034,Virginia,West
701031035,Weddell,West
701041038,Durack - Marlow Lagoon,West
701041039,Gray,West
701041040,Moulden,West
801041036,Casey,West
701041041,Palmerston - North,West
701041042,Palmerston - South,West
702011047,Flynn (NT),West
702011048,Larapinta,West
702011049,Mount Johns,West
702011050,Petermann - Simpson,West
702011051,Ross,West
702011052,Sandover - Plenty,West
801041037,Crace,West
702011053,Tanami,West
702021055,Barkly,West
702021056,Tennant Creek,West
702031057,Alligator,West
702031058,Daly,West
702031059,Thamarrurr,West
702031060,Tiwi Islands,West
702031061,West Arnhem,West
702041062,Anindilyakwa,West
702041063,East Arnhem,West
702041064,Nhulunbuy,West
702051065,Elsey,West
702051066,Gulf,West
702051067,Katherine,West
702051068,Victoria River,West
801011002,Belconnen,West
801011003,Bruce,West
801011004,Charnwood,West
801011005,Cook,West
801011006,Dunlop,West
801011008,Florey,West
801011007,Evatt,West
801011013,Hawker,West
801011009,Flynn (ACT),West
801011010,Fraser,West
801011011,Giralang,West
801011012,Gooromon,West
801011016,Kaleen,West
801011017,Latham,West
801011018,Lawson,West
801011019,Macgregor (ACT),West
801011021,McKellar,West
801041035,Bonner,West
801011022,Melba,West
801011023,Page,West
801011025,Spence,West
801031113,Canberra East,West
801041038,Forde,West
801041039,Franklin,West
801071079,Gowrie (ACT),West
801041040,Gungahlin,West
801041043,Hall,West
801041047,Nicholls,West
801041044,Harrison,West
801041045,Mitchell,West
801041046,Ngunnawal,West
801041048,Palmerston,West
801041116,Gungahlin - East,West
801041117,Gungahlin - West,West
801041118,Jacka,West
801041120,Moncrieff,West
801041119,Kenny,West
801041121,Taylor,West
801051053,Civic,West
801051054,Dickson,West
801051055,Downer,West
801081094,Holder,West
801051056,Hackett,West
801051057,Lyneham,West
801051058,O'Connor (ACT),West
801051060,Turner,West
801051061,Watson,West
801051123,Black Mountain,West
801051124,Campbell,West
801061062,Deakin,West
801061063,Forrest,West
801061064,Griffith (ACT),West
801061066,Lake Burley Griffin,West
801061129,Barton,West
801061067,Narrabundah,West
801061068,Parkes (ACT) - South,West
801061069,Red Hill (ACT),West
801061070,Yarralumla,West
801071073,Calwell,West
801061130,Fyshwick,West
801061131,Kingston (ACT),West
801071071,Banks,West
801071072,Bonython,West
801071074,Chisholm,West
801071075,Conder,West
801071076,Fadden,West
801071077,Gilmore,West
801071078,Gordon (ACT),West
801081095,Rivett,West
801071080,Greenway,West
801081096,Stirling,West
801071081,Isabella Plains,West
801071082,Kambah,West
801071083,Macarthur,West
801081097,Waramanga,West
801071084,Monash,West
801071085,Mount Taylor,West
801071086,Oxley (ACT),West
801071087,Richardson,West
801071088,Theodore,West
801071089,Tuggeranong,West
801071090,Wanniassa,West
801081098,Weston,West
801071132,Tuggeranong - West,West
801081133,Scrivener,West
801091099,Chifley,West
801081091,Chapman,West
801081092,Duffy,West
801081093,Fisher,West
801091100,Curtin,West
801091101,Farrer,West
801091102,Garran,West
801091104,Isaacs,West
801091105,Lyons (ACT),West
801091106,Mawson,West
801091107,O'Malley,West
801091108,Pearce,West
801091109,Phillip,West
801101134,Arboretum,West
801101135,Coombs,West
801101136,Denman Prospect,West
801101137,Molonglo,West
801101139,Wright,West
801101145,Molonglo - East,West
801101146,Whitlam,West
801111140,ACT - South West,West
801111141,Namadgi,West
901011001,Christmas Island,West
901021002,Cocos (Keeling) Islands,West
901031003,Jervis Bay,West
901041004,Norfolk Island,East
