sa2_code21,sa2_name21,distance_to_cbd_km
108041165,Port Macquarie Surrounds,268.48613908464
113031264,Gundagai,270.17215610131
101031015,Cooma Surrounds,270.30106048745
101041027,Narooma - Bermagui,271.75107104149004
108041162,Laurieton - Bonny Hills,273.44071032555
113021262,Tumut Surrounds,273.77141743668
103021067,Parkes (NSW),282.39963972787
110041200,Gunnedah Surrounds,284.10017124381
113031263,Cootamundra,284.7699014827
101041020,Bega-Eden Hinterland,285.90752278836004
105031100,Dubbo - East,289.46284893152
105031101,Dubbo - South,295.12060919062003
105031105,Narromine,295.14638720403
110041202,Tamworth - East,295.99277063858005
108041166,Wauchope,297.38694326603
105031102,Dubbo - West,297.53181229458
105031104,Gilgandra,300.71367719644
110041203,Tamworth - North,301.84564420173
108041620,Port Macquarie - South,301.95632868981
110041204,Tamworth - West,305.17165273711
108041164,Port Macquarie - West,305.31718903776004
108041619,Port Macquarie - East,309.85737088884
113021261,Tumut,313.31795696775
113031265,Junee,315.08090003858
113031266,Temora,315.17017932244
103021069,West Wyalong,317.11990024769
101031014,Cooma,317.34285460058
108021156,Kempsey Surrounds,319.6656399967
110041199,Gunnedah,327.4083961072
101041019,Bega - Tathra,329.71061475151
110011188,Armidale Surrounds - South,330.63666862351
113021260,Tumbarumba,332.14229272165
101031016,Jindabyne - Berridale,333.3681774526
108021155,Kempsey,337.29337681455996
103021062,Condobolin,340.82776728236
110011187,Armidale Surrounds - North,342.78015443352
113031271,Wagga Wagga Surrounds,343.95707207705
101031013,Bombala,346.52500033926
101041025,Merimbula - Tura Beach,347.52157855707
110031198,Narrabri Surrounds,356.56768037756996
108021159,Nambucca Heads Surrounds,357.96711487058997
105011094,Coonamble,358.67978464119
101041023,Eden,359.96383117979997
109011175,Albury Surrounds,365.63586411071
108021160,South West Rocks,366.04359902018
113031268,Wagga Wagga - North,367.03891430673997
110011186,Armidale,367.71940349738
113031267,Wagga Wagga - East,371.73541870661
113031270,Wagga Wagga - West,377.40338418712
113031269,Wagga Wagga - South,378.20059181027
108021157,Macksville - Scotts Head,379.44308879716004
204031072,Towong,379.52413399742005
105011095,Nyngan - Warren,382.02789836046003
104021083,Bellingen,386.71432917217004
108021158,Nambucca Heads,390.0369068032
110021192,Inverell Surrounds - East,397.05223677614
110021193,Inverell Surrounds - West,399.19228698021
104021087,Dorrigo,399.71861089099
113011259,Narrandera,401.77492435406
104021090,Urunga,402.96412101672
110031197,Narrabri,403.00848364707
205021085,Orbost,411.86719240727996
104021089,Sawtell - Boambee,417.76402607677
104011081,Grafton Surrounds,420.72734503066
205021080,Alps - East,423.28595257438997
104021086,Coramba - Nana Glen - Bucca,423.53383513738
105011093,Cobar,428.76737111763
104021085,Coffs Harbour - South,428.95868762316
110021190,Glen Innes,429.443331178
110031196,Moree Surrounds,430.93545261901
105011096,Walgett - Lightning Ridge,431.77113819593
104021084,Coffs Harbour - North,432.47049727395
205021082,Bruthen - Omeo,433.6745775655
113011257,Griffith Surrounds,436.0760617065
104021088,Korora - Emerald Beach,437.55123065402
113011258,Leeton,438.66153531582
109011172,Albury - East,445.0229204887
110021191,Inverell,445.73766260466004
104021091,Woolgoolga - Arrawarra,450.81408028391996
109011176,Lavington,453.8826565703
204031075,Yackandandah,454.16563665027
109031181,Corowa Surrounds,454.17321627597
204031491,Baranduda - Leneva,454.94163575437
109011173,Albury - North,457.80437604602
109011174,Albury - South,460.11126471778
204031492,Wodonga,463.10213763334
204031073,West Wodonga,467.76279696602995
204031069,Bright - Mount Beauty,470.48221186515
204031070,Chiltern - Indigo Valley,473.38380452091
113011256,Griffith (NSW),473.48619269542
204021065,Rutherglen,479.83555517467
204031068,Beechworth,481.66310574496003
204031071,Myrtleford,483.53068842573
104011080,Grafton,484.65894742761
109031185,Tocumwal - Finley - Jerilderie,493.38948859800996
109031180,Corowa,495.15649286517
110021194,Tenterfield,495.94959406347004
204021067,Wangaratta Surrounds,496.58187150243
110031195,Moree,500.24296399651
104011082,Maclean - Yamba - Iluka,504.06416538225
216021412,Moira,517.07321924404
307011174,Inglewood - Waggamba,520.3420537898301
204021066,Wangaratta,521.16216389322
205051099,Alps - West,522.2903318377801
205021084,Lakes Entrance,522.60556821744
216021414,Yarrawonga,526.0606613926101
105011092,Bourke - Brewarrina,526.20615555564
109031183,Deniliquin Surrounds,527.35858820766
112021245,Casino Surrounds,527.37388725569
204021064,Benalla Surrounds,531.4673358510801
307031188,Stanthorpe Surrounds,532.96351545311
205051100,Longford - Loch Sport,532.98056472674
205021081,Bairnsdale,537.01036810558
205021083,Lake King,537.06976175253
205021086,Paynesville,541.81647405491
112011241,Evans Head,546.55815153246
216021411,Cobram,546.8269711768401
109021177,Hay,550.31922611812
204011057,Mansfield (Vic.),551.7248900005101
204021063,Benalla,552.78456712001
216021413,Numurkah,555.39209972107
205051101,Maffra,559.7667558882699
216031418,Shepparton Surrounds - East,563.3127205663
204011055,Euroa,567.96594332348
112021249,Lismore Surrounds,569.32663538269
105021098,Far West,574.5015143310001
112021244,Casino,576.40701522087
307031187,Stanthorpe,578.2631486194
112011237,Ballina Surrounds,579.58959594955
307011171,Balonne,580.8973729170899
112021247,Kyogle,587.35955449165
112021248,Lismore,587.48200332588
216031594,Shepparton - South East,588.25976070096
307011173,Goondiwindi,588.9159453149
112021246,Goonellabah,590.36750537816
216031416,Shepparton - North,591.40029148645
109031182,Deniliquin,591.8440988539301
205051103,Sale,595.4350550228401
216031593,Kialla,595.61286826475
112011236,Ballina,595.87847521036
216031419,Shepparton Surrounds - West,596.26132947907
307031186,Southern Downs - West,597.1578647931101
205011077,Mount Baw Baw Region,597.51293167035
205051102,Rosedale,598.97474903307
216031415,Mooroopna,599.3823494898901
204011054,Alexandra,600.24022999793
112011242,Lennox Head - Skennars Head,601.07036516634
109021179,Wentworth-Balranald Region,602.67841602586
307031185,Southern Downs - East,603.20480136989
112011238,Bangalow,605.84899355148
204011061,Upper Yarra Valley,609.54944509709
216011407,Kyabram,610.62098841687
112011240,Byron Bay,612.1324353923001
205041098,Yallourn North - Glengarry,614.55582578683
205051104,Yarram,615.96263588071
112011243,Mullumbimby,616.5842851288501
204011058,Nagambie,618.90234490676
307031189,Warwick,619.90179260163
112031252,Murwillumbah Surrounds,621.29392201773
204011062,Yea,621.70086447371
109031184,Moama,623.28123954767
112011239,Brunswick Heads - Ocean Shores,623.2815728234201
216011410,Rushworth,623.86222239528
205041493,Traralgon - East,624.47864563096
310021277,Boonah,627.0925278715699
311011305,Beaudesert,628.03997195196
204011060,Seymour Surrounds,629.12889539593
307021181,Millmerran,629.60673379578
216011406,Echuca,630.5157923586601
112031253,Pottsville,634.18323496324
205041094,Churchill,634.53032827622
205041494,Traralgon - West,636.58244972067
309041242,Tamborine - Canungra,636.6870159528801
216011409,Rochester,638.42336028538
205041096,Morwell,638.67790839262
211051286,Yarra Valley,641.66303803605
216011408,Lockington - Gunbower,643.74247055718
204011059,Seymour,643.81955631931
205041095,Moe - Newborough,645.1397524146699
112031251,Murwillumbah,645.91044019934
209031211,Kinglake,647.2022239977
307011178,Tara,649.20092410035
309041241,Guanaba - Springbrook,650.6113632000599
211051276,Healesville - Yarra Glen,650.69414109449
205011078,Trafalgar (Vic.),651.90770060633
307031184,Clifton - Greenmount,652.38769736745
112031254,Tweed Heads,653.76754207394
309051243,Currumbin Valley - Tallebudgera,655.44816865734
112031250,Kingscliff - Fingal Head,655.5120971166
112031551,Terranora - North Tumbulgum,656.19759478891
202031032,Bendigo Surrounds - North,658.79554040839
215031401,Gannawarra,659.2031039736601
204011056,Kilmore - Broadford,660.15802421996
205031090,Leongatha,660.93455464927
209041224,Wallan,661.61338018092
309051244,Mudgeeraba - Bonogin,661.79392458417
112031550,Banora Point,661.9877690419399
205011079,Warragul,662.00774467087
317011451,Lockyer Valley - West,662.14390166498
307021182,Pittsworth,662.2237185231301
310021280,Lockyer Valley - East,663.1422585489499
212011289,Emerald - Cockatoo,663.99213505008
202021029,Heathcote,664.74299673685
112031552,Tweed Heads South,664.80021429934
309021232,Currumbin Waters,666.5514044672101
211051278,Lilydale - Coldstream,666.56385464321
205011076,Drouin,666.67640088987
209031212,Panton Hill - St Andrews,667.2792323090699
309021233,Elanora,667.7139712467299
211051285,Wandin - Seville,667.74294854838
309021230,Coolangatta,669.11236540953
309021231,Currumbin - Tugun,669.36778330601
309051245,Reedy Creek - Andrews,669.9199400452001
309021234,Palm Beach,671.46358421257
209041225,Whittlesea,671.99539938918
212011547,Bunyip - Garfield,672.07033944875
309011225,Burleigh Heads,672.11233370612
309061250,Worongary - Tallai,672.8505477811
309081262,Varsity Lakes,673.04676353002
309081559,Robina - East,673.5790028764201
309011226,Burleigh Waters,673.6657234335299
202031033,Loddon,673.79693362741
205031087,Foster,674.10353130217
309081560,Robina - West,674.2607593317199
315031411,Far South West,675.08034641775
309061248,Nerang - Mount Nathan,675.4294857160401
309081260,Merrimac,675.5493688484801
310021282,Rosewood,675.71133250272
309011229,Miami,676.68373643884
309011228,Mermaid Waters,676.9787478683601
317011445,Cambooya - Wyreema,677.39642579338
211051279,Monbulk - Silvan,677.48422795364
309081259,Clear Island Waters,677.5604819765599
309061246,Carrara,677.81989499854
309011227,Mermaid Beach - Broadbeach,678.4963891869401
309061247,Highland Park,679.18494243285
211051283,Mount Evelyn,679.5019703504099
309011224,Broadbeach Waters,680.26342873222
211051275,Chirnside Park,680.28289368347
311041570,Jimboomba - Glenlogan,680.51067856589
309101267,Benowa,680.52995892997
309101268,Bundall,680.74529007305
211051282,Mount Dandenong - Olinda,682.0964808337101
309101562,Surfers Paradise - South,682.32838818
209031210,Hurstbridge,682.74487241055
309071256,Oxenford - Maudsland,682.88123651827
211021262,Warrandyte - Wonga Park,682.88959067174
309091263,Ashmore,682.94945071644
209031214,Research - North Warrandyte,683.21224669171
311041568,Flagstone (West) - New Beith,683.24884315159
309091264,Molendinar,683.68243729652
211051280,Montrose,683.84071231528
211051281,Mooroolbark,683.86137264228
309091541,Southport - South,684.09167792242
309101561,Surfers Paradise - North,684.1032820781301
309061249,Pacific Pines - Gaven,684.46271409233
209041527,Doreen - North,685.06113174163
205031089,Korumburra,685.1101758948
209031215,Wattle Glen - Diamond Creek,685.56831082026
309091540,Southport - North,685.63076078958
309101269,Main Beach,686.18809188542
211051277,Kilsyth,686.25149904666
309091265,Parkwood,686.3230055748701
209031213,Plenty - Yarrambat,686.48700169194
211031265,Croydon Hills - Warranwood,686.66289210234
211031451,Croydon - West,686.81004767564
309071556,Upper Coomera (South) - Wongawallan,686.93462496869
209041531,Mernda - North,686.9654436037399
309031235,Arundel,687.26706766512
211031450,Croydon - East,687.36300037125
209041528,Doreen - South,687.58256624883
210021235,Romsey,687.83249388917
309031238,Labrador,688.13978530169
309071252,Helensvale,688.14221143904
215031402,Kerang,688.1869095885
311041567,Flagstone (East) - Riverbend,688.24655887025
211051274,Belgrave - Selby,688.57164075672
211031263,Bayswater North,688.9397193055801
212011549,Pakenham - North East,689.15371684689
202021030,Kyneton,689.16279850502
211031452,Croydon South,689.37311817891
211011449,The Basin,689.5637067394199
212011548,Koo Wee Rup,689.59749642115
202021026,Bendigo Surrounds - South,689.6615695990499
209041435,South Morang - North,689.6628816907601
209041532,Mernda - South,689.70097183062
211031266,Ringwood,690.19438564465
309031237,Coombabah,690.24889851396
309031236,Biggera Waters,690.24889851396
307021180,Jondaryan,690.3191091603301
311041571,Yarrabilba,690.4111600370701
211011446,Boronia,690.61085949043
212011551,Pakenham - South East,690.6571124112901
209041437,Wollert,690.74403411487
209031209,Eltham,690.77424928065
212011550,Pakenham - North West,691.1229592550401
205031092,Wilsons Promontory,691.1319808537401
211031268,Ringwood North,691.13737315972
211021261,Donvale - Park Orchards,691.22966696372
309031240,Runaway Bay,691.2515149209
309071253,Hope Island,691.46861906714
211031267,Ringwood East,691.6893971713599
211051284,Upwey - Tecoma,691.8472653481
309071557,Upper Coomera - North,692.01573290263
211011251,Bayswater,692.04310093219
209011197,Greensborough,692.15533278033
209041436,South Morang - South,692.2411072576
211011447,Ferntree Gully - North,693.12208089613
309071558,Willow Vale - Pimpama (West),693.13284739595
207021159,Templestowe,693.25280998097
202021028,Castlemaine Surrounds,693.34311791448
210051445,Mickleham - Yuroke,693.52597816333
311041322,Logan Village,693.54990035674
202011025,White Hills - Ascot,693.59226114125
317011458,Toowoomba - West,693.77303842846
309031239,Paradise Point - Hollywell,693.91865080142
311041569,Greenbank - North Maclean,693.9392584638899
211011448,Ferntree Gully (South) - Upper Ferntree Gully,693.98141349149
207021424,Doncaster East - North,694.05496294134
209041220,Mill Park - North,694.11473247615
209041431,Epping - East,694.22657705121
309071251,Coomera,694.3598518784501
209011202,Montmorency - Briar Hill,694.62522595607
310031294,Ripley,694.6587354457699
212011546,Beaconsfield - Officer,694.8438776832901
209041216,Bundoora - North,695.05106456666
211011255,Lysterfield,695.3486981756499
211011259,Wantirna,695.40841686606
209041432,Epping - South,695.43860847275
212021299,Narre Warren North,695.46015593498
209041221,Mill Park - South,695.5027097672299
212011552,Pakenham - South West,695.59092735661
211041270,Mitcham (Vic.),695.70208101863
211011260,Wantirna South,695.90448556945
317011446,Darling Heights,696.15406605154
211011254,Knoxfield - Scoresby,696.4310197306099
317011447,Drayton - Harristown,696.4457004575299
317011452,Middle Ridge,696.50774292869
210051442,Craigieburn - North,696.51282762801
209041433,Epping (Vic.) - West,696.60077045691
209011204,Watsonia,696.60889178721
211011257,Rowville - North,696.7025514929401
211041272,Vermont,696.8921897241399
211041271,Nunawading,696.95975295388
209011203,Viewbank - Yallambie,696.96774803602
207021425,Doncaster East - South,697.00251286375
202011024,Strathfieldsaye,697.02476519989
209011196,Bundoora - East,697.07959660791
307021183,Wambo,697.18668437847
307011177,Roma Surrounds,697.62482509776
309071553,Ormeau (West) - Yatala,697.6940258687599
212021293,Berwick - North,697.7243353474901
209041217,Bundoora - West,697.7855049409101
311021310,Wolffdene - Bahrs Scrub,697.93447636207
207031161,Blackburn,698.23513491964
311031313,Chambers Flat - Logan Reserve,698.28897419545
207021160,Templestowe Lower,698.3147549345999
211041273,Vermont South,698.33039347132
207021157,Doncaster,698.3442087983301
309071555,Pimpama - South,698.3656221487299
209041529,Lalor - East,698.4926784665599
211011256,Rowville - Central,698.511703707
209021205,Kingsbury,698.7727699769999
209041223,Thomastown,698.91182241987
215031405,Swan Hill Surrounds,699.05612146638
211041269,Forest Hill,699.1274154724399
311031318,Munruben - Park Ridge South,699.21889400284
317011455,Rangeville,699.33603710421
202011020,East Bendigo - Kennington,699.4477421743201
317011456,Toowoomba - Central,699.4571483643299
209041530,Lalor - West,699.54812238439
309071554,Pimpama - North,699.65517626946
207031164,Box Hill North,699.77461514119
211011258,Rowville - South,699.8445981360501
210051441,Craigieburn - Central,699.9726442203599
209011198,Heidelberg - Rosanna,700.08868162609
207021156,Bulleen,700.31675187498
212021453,Endeavour Hills - North,700.35850468336
209021523,Reservoir - North East,700.54235173733
212051321,Glen Waverley - East,700.5708609731801
210051443,Craigieburn - South,700.69657993485
212021455,Narre Warren - North East,700.8900862038099
207031162,Blackburn South,700.9268877538201
209011199,Heidelberg West,701.13003921923
309071552,Ormeau (East) - Stapylton,701.1651111267801
602031099,Flinders and Cape Barren Islands,701.16595956353
207031163,Box Hill,701.1874276324601
202011019,California Gully - Eaglehawk,701.30375812842
317011457,Toowoomba - East,701.42282157051
210041240,Sunbury,701.4991662063201
207031166,Burwood East,701.5291183017699
210051542,Craigieburn - North West,701.61495687837
212021553,Berwick - South East,701.68694095588
207011148,Balwyn North,701.86511903986
212051327,Wheelers Hill,701.91972596121
210051544,Roxburgh Park (South) - Somerton,701.92255918788
209011201,Ivanhoe East - Eaglemont,701.9479956008299
309071254,Jacobs Well - Alberton,702.00983755559
210051243,Campbellfield - Coolaroo,702.0496586808599
212051322,Glen Waverley - West,702.2099875091501
210051543,Craigieburn - West,702.24330813832
317011453,Newtown (Qld),702.3590318154301
210051545,Roxburgh Park - North,702.42961807082
209021524,Reservoir - North West,702.43680907689
209021525,Reservoir - South East,702.43870800407
310041304,Springfield Lakes,702.45316627873
212021454,Endeavour Hills - South,702.49986285515
207031167,Surrey Hills (East) - Mont Albert,702.67044322019
311031311,Boronia Heights - Park Ridge,702.77664475432
207011147,Balwyn,702.80677143173
212021554,Berwick - South West,702.87057448344
311031315,Greenbank Military Camp,702.87178402742
212031555,Clyde North - North,702.89628823833
212021456,Narre Warren - South West,702.9898357586101
209021428,Preston - East,703.01714467614
212031556,Clyde North - South,703.04627034959
317011448,Gatton,703.09038408102
212021297,Hallam,703.28582392995
212051323,Mount Waverley - North,703.35363703697
209011200,Ivanhoe,703.4950283447599
310031285,Churchill - Yamanto,703.51070760014
209021526,Reservoir - South West,703.51230355874
207031165,Burwood (Vic.),703.63406505642
317011459,Wilsonton,703.73031917414
207011155,Surrey Hills (West) - Canterbury,703.84705179392
212051325,Mulgrave,703.86166560861
212041312,Dandenong North,703.98512605567
202011018,Bendigo,704.06988364137
310031293,Raceview,704.08051103659
317011454,North Toowoomba - Harlaxton,704.17199499273
202021031,Woodend,704.20945558296
210051246,Greenvale - Bulla,704.24142505798
212031457,Narre Warren South - East,704.28780776121
310041302,Redbank Plains,704.31308060826
207011154,Kew East,704.35326129106
212051324,Mount Waverley - South,704.68549832338
210031237,Fawkner,704.7583717572601
212021295,Doveton,704.80895964355
212031458,Narre Warren South - West,704.8116514811201
206021112,Thornbury,704.9184864283001
310041565,Augustine Heights - Brookwater,704.9747877190499
210051247,Meadow Heights,704.97884827293
212031561,Hampton Park - East,705.02550983432
210021234,Riddells Creek,705.0825493661899
212041563,Dandenong - North,705.20437251302
212031559,Cranbourne North - East,705.4431171864301
207011149,Camberwell,705.46181744682
209021429,Preston - West,705.49727746983
212041316,Noble Park North,705.50755562121
206021110,Alphington - Fairfield,705.51517233495
202011021,Flora Hill - Spring Gully,705.5264345623799
210051242,Broadmeadows,705.61640754947
310031291,Leichhardt - One Mile,705.64930509288
212051319,Ashwood - Chadstone,705.65074272217
207011521,Kew - South,705.6622942732
206071145,Clifton Hill - Alphington,705.7922549720599
212031303,Cranbourne South,705.85165353655
205031093,Wonthaggi - Inverloch,705.85340410521
310041303,Springfield,705.87450478897
311021309,Mount Warren Park,705.92527084147
212031562,Hampton Park - West,706.0181953717
210031236,Coburg North,706.0189620383
212051567,Clayton (North) - Notting Hill,706.0930480015601
212041564,Dandenong - South,706.15954567596
210031535,Glenroy - East,706.18194323542
212041317,Springvale,706.2505707471299
207011522,Kew - West,706.41040502381
311021308,Edens Landing - Holmview,706.47994854156
206021499,Northcote - East,706.56996103093
311021306,Beenleigh,706.59873177055
207011150,Glen Iris - East,706.60252069588
311051323,Bethania - Waterford,706.60459131122
212031557,Cranbourne East - North,706.66717914883
210031440,Hadfield,706.72178291767
210051245,Gladstone Park - Westmeadows,706.9174419937
207011152,Hawthorn East,706.97780240543
310031286,Ipswich - Central,707.00570765717
311031319,Regents Park - Heritage Park,707.02449297138
310031284,Bundamba,707.04662491113
206011497,Coburg - East,707.12673126927
202011022,Kangaroo Flat - Golden Square,707.35720268945
310041566,Bellbird Park,707.37068295154
311031314,Crestmead,707.44920572499
207011146,Ashburton (Vic.),707.4720761079301
310031287,Ipswich - East,707.55059035648
212041459,Noble Park - East,707.57738645775
206021500,Northcote - West,707.63590822228
212031560,Cranbourne North - West,707.7910955436599
207011519,Hawthorn - North,707.80103571419
311031316,Hillcrest,707.80340040217
311051328,Waterford West,707.81484762457
212051326,Oakleigh - Huntingdale,707.83952140457
311021307,Eagleby,707.9047361740601
210031538,Pascoe Vale,708.04018877942
202011023,Maiden Gully,708.0740395935701
310041299,Collingwood Park - Redbank,708.09303897873
212031306,Lynbrook - Lyndhurst,708.1050983735499
310041297,Camira - Gailes,708.13253022953
212051568,Clayton - Central,708.23604896858
208041195,Malvern East,708.27783552016
310041301,New Chum,708.3335608616601
207011520,Hawthorn - South,708.33746610433
206011498,Coburg - West,708.4256425075499
212041460,Noble Park - West,708.52058738705
212031308,Pearcedale - Tooradin,708.52984184614
212041565,Keysborough - North,708.66461884386
206011106,Brunswick East,708.69935139211
317011450,Highfields,708.76417864814
212041310,Clayton South,708.83995942788
212031300,Cranbourne,708.85229879377
206011495,Brunswick - North,708.90368541879
311031317,Marsden,709.0235439339999
317011449,Gowrie (Qld),709.22490449447
206071143,Fitzroy North,709.2532751584099
210031536,Glenroy - West,709.3077862987101
311031312,Browns Plains,709.35288248784
208041194,Malvern - Glen Iris,709.41995416593
311051325,Loganholme - Tanah Merah,709.54796829692
206011109,Pascoe Vale South,709.5631012082
206071139,Abbotsford,709.63052120847
212041318,Springvale South,709.65942055803
310031292,North Ipswich - Tivoli,709.67316391906
311051326,Loganlea,709.67918048942
210031537,Oak Park,709.69423807132
210031439,Gowanbrae,709.73434155196
206071518,Richmond - North,709.75346398576
310031283,Brassall,709.81944498899
212031558,Cranbourne East - South,709.86741248645
206011496,Brunswick - South,709.9635733737
208021180,Hughesdale,709.96435015418
310021281,Lowood,710.0432488429001
212041566,Keysborough - South,710.04545646573
206071517,Richmond (South) - Cremorne,710.07540671279
303051074,Pallara - Willawong,710.1240331791599
206061138,Toorak,710.18411228965
206071141,Collingwood,710.24768465757
208021181,Murrumbeena,710.2798555389201
303051075,Parkinson - Drewvale,710.32266624588
206071140,Carlton North - Princes Hill,710.3303290864
206011107,Brunswick West,710.38873053476
310041300,Goodna,710.43455368524
311061330,Kingston (Qld),710.5307145691901
212031304,Cranbourne West,710.6592424586701
310041298,Carole Park,710.73384142999
206071142,Fitzroy,710.73850617082
212041309,Clarinda - Oakleigh South,710.76306011193
210011231,Strathmore,710.86317062386
208021176,Carnegie,710.86608340745
206031502,Essendon - East,711.19946877733
208021426,Bentleigh East - North,711.28212108535
206041119,East Melbourne,711.3070986691899
206061135,Armadale,711.31226573406
310011564,Forest Lake - Ellen Grove,711.3207984494301
210051248,Melbourne Airport,711.3346338398201
206041117,Carlton,711.33507309432
210051250,Tullamarine,711.39784136985
311051324,Cornubia - Carbrook,711.46404403155
206041124,Parkville,711.4689159524701
310031295,Riverview,711.49995151162
210011227,Essendon Airport,711.5076376628
212041313,Dingley Village,711.51126126803
210021233,Macedon,711.56936730403
206061515,South Yarra - North,711.66455220766
301021550,North Stradbroke Island,711.73377008221
208021177,Caulfield - North,711.8284481383799
311061331,Logan Central,711.8298339365
206031116,Moonee Ponds,711.92797235266
303051073,Calamvale - Stretton,711.98637288911
301021009,Redland Bay,712.11694623625
214011376,Skye - Sandhurst,712.16071782788
310011276,Wacol,712.19119356673
310031288,Ipswich - North,712.27130925906
210011228,Keilor,712.28998819353
210011226,Airport West,712.326762675
206061516,South Yarra - South,712.38057428778
206061136,Prahran - Windsor,712.41273768283
208021427,Bentleigh East - South,712.44874356279
208021182,Ormond - Glen Huntly,712.54179445445
206041503,Melbourne CBD - East,712.5951972286199
208031191,Moorabbin - Heatherton,712.6293258370399
208031184,Braeside,712.65922142913
206031501,Essendon (West) - Aberfeldie,712.73158622683
206041507,Royal Botanic Gardens Victoria,712.85524636142
206031113,Ascot Vale,712.89568633591
206041125,South Yarra - West,712.9226612564801
206041504,Melbourne CBD - North,712.94466216641
208021178,Caulfield - South,712.96262115173
310011563,Doolandella,713.00805468246
206031115,Flemington,713.1103239891299
311061333,Slacks Creek,713.18032088317
304021086,Bellbowrie - Moggill,713.18214913566
206041506,North Melbourne,713.20082356743
206051134,St Kilda East,713.2615092651
210021232,Gisborne,713.28019941039
311051327,Shailer Park,713.3885134815799
310031289,Karalee - Barellan Point,713.42003301511
206041505,Melbourne CBD - West,713.5141330034901
208021174,Bentleigh - McKinnon,713.56897252848
206041508,Southbank (West) - South Wharf,713.5718443529099
206041510,West Melbourne - Residential,713.57744126741
210011230,Niddrie - Essendon West,713.5883209664701
206041509,Southbank - East,713.62059870729
208031192,Moorabbin Airport,713.67718108971
303051072,Algester,713.73857064778
206041121,Kensington (Vic.),713.77740725566
206051512,South Melbourne,714.05015737556
311061336,Woodridge,714.05168770462
301021551,Southern Moreton Bay Islands,714.09829923257
208021179,Elsternwick,714.10438088592
206051128,Albert Park,714.13227030857
210041541,Sunbury - West,714.1499262833901
210041540,Sunbury - South,714.1764930793801
310011274,Inala - Richlands,714.1867923342501
310031290,Karana Downs,714.20343779611
208031183,Aspendale Gardens - Waterways,714.28744776533
206051513,St Kilda - Central,714.32964038134
214011370,Carrum Downs,714.3341647036599
205031088,French Island,714.36091748421
206041118,Docklands,714.3762081382
208031188,Highett (East) - Cheltenham,714.45996923089
206051514,St Kilda - West,714.49657357198
311061329,Daisy Hill,714.5089068448599
206041127,West Melbourne - Industrial,714.6049867015
210011534,Keilor East,714.6630618960199
208031193,Mordialloc - Parkdale,714.8223982706301
206041120,Flemington Racecourse,714.85861889257
213031349,Maribyrnong,714.86095340743
208011170,Brighton East,714.95079059992
206051511,Port Melbourne Industrial,714.9600052125501
310011272,Durack,715.3316047692799
206051129,Elwood,715.49341286907
208031190,Mentone,715.53269284531
213011340,Taylors Lakes,715.5439678592701
311061334,Springwood,715.61191699832
210011533,Avondale Heights,715.63454349305
208011169,Brighton (Vic.),715.77561562181
208031187,Chelsea Heights,715.79691966964
206051130,Port Melbourne,715.8595558491
213031348,Footscray,715.87372371304
303061080,Sunnybank Hills,716.03594644064
301021011,Sheldon - Mount Cotton,716.20056118072
303061078,Runcorn,716.26858918602
303061077,Kuraby,716.28936709433
214011374,Langwarrin,716.2954876213
304021091,Pinjarra Hills - Pullenvale,716.35418289829
208011172,Hampton,716.41532833977
311061335,Underwood,716.48796012629
303051076,Rocklea - Acacia Ridge,716.64778224388
310011271,Darra - Sumner,716.66165189094
213031347,Braybrook,716.66845255675
208031185,Carrum - Patterson Lakes,716.81867620504
208011171,Highett (West) - Cheltenham,716.86317943594
208031189,Edithvale - Aspendale,716.95192296097
215031404,Swan Hill,717.05020223648
304011083,Riverhills,717.25243258938
208031186,Chelsea - Bonbeach,717.2690688431301
213011332,Keilor Downs,717.40545006776
213031350,Seddon - Kingsville,717.63406552682
208011168,Beaumaris,717.67932789179
213011337,Sunshine North,717.6991316055401
311061332,Rochedale South - Priestdale,717.7142575923
213031352,Yarraville,717.79918631364
310011275,Oxley (Qld),717.81971567131
213031351,West Footscray - Tottenham,717.8502961717401
307021179,Crows Nest - Rosalie,718.04315369376
208011173,Sandringham - Black Rock,718.17345030554
213021344,Newport,718.28334151175
304011082,Middle Park - Jamboree Heights,718.40779176482
303061079,Sunnybank,718.5599669919
304011085,Westlake,718.7341403404299
214011375,Seaford (Vic.),718.76531751263
213011334,St Albans - North,718.82537131119
213011335,St Albans - South,718.86492616834
210041539,Diggers Rest,719.07327994842
303031060,Eight Mile Plains,719.10377183541
304011084,Seventeen Mile Rocks - Sinnamon Park,719.12225704732
214011372,Frankston North,719.14402587213
201021011,Daylesford,719.3110625593699
303031064,Rochedale - Burbank,719.32959574448
303041067,Coopers Plains,719.61176004861
304011081,Jindalee - Mount Ommaney,719.65330590035
213011336,Sunshine,719.65471408272
213041574,Fraser Rise - Plumpton,719.83278501752
213041575,Hillside,719.89852940327
213011339,Sydenham,719.9187349713
213011331,Delahey,720.10168131048
202021027,Castlemaine,720.25566613803
213021346,Williamstown,720.34259395654
303041069,Robertson,720.44799448656
303031061,Macgregor (Qld),720.56635456971
304031093,Corinda,720.91576968135
213021343,Altona North,720.9728928756
213041360,Taylors Hill,720.99741411045
213011328,Ardeer - Albion,721.0714506496599
213011333,Kings Park (Vic.),721.10675726638
303041070,Salisbury - Nathan,721.21548199081
213011338,Sunshine West,721.32456234369
304021089,Fig Tree Pocket,721.39161787688
303031065,Upper Mount Gravatt,721.50154625525
214021385,Somerville,721.51631589411
303031066,Wishart,721.57673997654
